OperationId,Person,RegAddrKoatuu,OperationCode,OperationName,DateReg,DepCode,DepartmentName,Brand,Model,Vin,MakeYear,Color,Kind,Body,Purpose,Fuel,Capacity,OwnWeight,TotalWeight,NumberRegNew
1,P,3220880905,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/07/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,NISSAN,QASHQAI,SJNFBNJ10U2471634,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1997,1310,1960,АІ1954ЕМ
2,P,5610700000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/09/2022 00:00:00,12286,ТСЦ 3247,VOLKSWAGEN,GOLF,WVWZZZ1KZCW268678,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1390,1020,1850,АІ2805ОН
3,P,8036600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/02/2022 00:00:00,12294,ТСЦ 8045,RENAULT,FLUENCE,VF1LZBB0647079727,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1461,1280,1680,КА1560ІЕ
4,P,5610100000,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,09/13/2022 00:00:00,12337,ТСЦ 5641,NISSAN,TIIDA,3N1FCAC11UK561776,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1268,1715,ВК2037ІВ
5,P,6823987705,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,09/02/2022 00:00:00,12375,ТСЦ 6845,ВАЗ,2107,XTA21070062333807,01/01/2006 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1451,1110,1460,ВХ4979НІ
6,P,8036400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/19/2022 00:00:00,13960,ТСЦ 8048,TOYOTA,LAND CRUISER PRADO 150,JTEBX3FJ20K086739,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,2694,2020,2600,КА0991НА
7,P,5123755300,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/08/2022 00:00:00,12322,ТСЦ 5142,HONDA,CIVIC,NLAFB8660CW002716,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1798,920,1700,ВН3587РТ
8,P,1211000000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/10/2022 00:00:00,12295,ТСЦ 8046,MITSUBISHI,LANCER,JMBSTCY4ABU000242,01/01/2011 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1335,1850,КА7050НІ
9,P,1414100000,440,ПЕРЕРЕЄСТРАЦIЯ ПРИ ВТРАТІ СВIДОЦТВА ПРО РЕЄСТРАЦIЮ,04/14/2022 00:00:00,12294,ТСЦ 8045,KIA,CERATO,KNAFW411BC5611891,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1591,1271,1680,АН5608КІ
10,P,524355300,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/23/2022 00:00:00,12232,ТСЦ 0544,PEUGEOT,EXPERT,VF3BYRHZB86227283,01/01/2005 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1997,1480,2330,АВ4728ІХ
11,P,3220610100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/15/2022 00:00:00,12296,ТСЦ 8047,INFINITI,QX56,JN1JANZ62U0002614,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,5552,2800,3400,КА9883НО
12,P,510400000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),08/13/2022 00:00:00,12231,ТСЦ 0543,HONDA,PILOT,5KBYF4890CB401547,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3471,2119,2765,АВ0089ЕІ
13,P,8038000000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/02/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,CITROEN,C4,VF7NC5FS9CY546795,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1270,1755,КА0704СВ
14,P,2610300000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),07/07/2022 00:00:00,12276,ТСЦ 2641,RENAULT,TRAFIC,VF1FLAHA68Y239128,01/01/2007 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1995,1783,2770,АТ1294НК
15,P,6325155800,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/17/2022 00:00:00,13653,ТСЦ 6350,DACIA,LOGAN,UU1LSDAGH39398430,01/01/2008 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1390,1085,1535,АХ8613МА
16,P,4610136900,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/31/2022 00:00:00,12307,ТСЦ  4641,FORD,FOCUS,WF0LXXGCBLCG78636,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1520,1825,ВС8697РН
17,P,6810100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/10/2022 00:00:00,12371,ТСЦ 6841,TOYOTA,PRADO,JTEBU25J175080377,01/01/2006 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,3956,2090,2700,ВХ7271НН
18,J,6810100000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,11/25/2022 00:00:00,12371,ТСЦ 6841,CHEVROLET,NIVA,X9L212300B0362893,01/01/2011 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1690,1380,1860,ВХ8893СХ
19,P,521610100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/23/2022 00:00:00,12233,ТСЦ 0545,NISSAN,PRIMASTAR,VSKF4ABA5UY556905,01/01/2004 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1870,1675,2700,АВ2565ІМ
20,P,7124610100,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/26/2022 00:00:00,12295,ТСЦ 8046,MERCEDES-BENZ,S 450,WDD2211841A233000,01/01/2008 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2987,1920,2640,КА1241КН
21,P,1810100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),05/19/2022 00:00:00,12254,ТСЦ 1841,VOLKSWAGEN,MULTIVAN,WV2ZZZ7HZBH014976,01/01/2010 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1968,2530,3080,АМ5539НС
22,P,1211300000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),09/20/2022 00:00:00,12244,ТСЦ 1245,MERCEDES-BENZ,108CDI,VSA63809413249826,01/01/1999 00:00:00,БІЛИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2148,1610,2700,АЕ6052ТС
23,P,6510700000,412,ПЕРЕРЕЄСТРАЦІЯ ТЗ ПРИ ВИДАЧІ НОМЕРНОГО ЗНАКУ ВІДПОВІДНОЇ КОМБІНАЦІЇ ЦИФР,06/24/2022 00:00:00,12241,ТСЦ 1242,SUBARU,LEGACY,JF1BM9LV3BG023491,01/01/2011 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,2457,1562,2070,АЕ0101ЕА
24,P,3222486201,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,11/01/2022 00:00:00,12285,ТСЦ 3246,RENAULT,TRAFIC,VF1FLBCB64Y046058,01/01/2004 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1870,1800,2940,АІ6629ОТ
25,P,7123186001,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),06/15/2022 00:00:00,13960,ТСЦ 8048,KIA,PICANTO,KNABX512BCT208739,01/01/2011 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1248,940,1330,КА5733НВ
26,P,6810100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/14/2022 00:00:00,12371,ТСЦ 6841,OPEL,VIVARO,W0LF7ABA54V616099,01/01/2004 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1870,1780,2700,ВХ3298НВ
27,P,5920389203,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),01/22/2022 00:00:00,12344,ТСЦ 5943,PEUGEOT,PARTNER,VF3GCRHYB96099002,01/01/2004 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1997,1211,1990,ВМ2384СХ
28,P,5310100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/15/2022 00:00:00,12335,ТСЦ 5346,CHERY,M11,LVVDC11B5BD357982,01/01/2011 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН,1597,1470,1845,ВІ5273НР
29,P,8038900000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/12/2022 00:00:00,12290,ТСЦ 8041,NISSAN,PATHFINDER,VSKJVWR51U0446788,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2488,2225,2880,КА2713НХ
30,P,8000000000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/02/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,TOYOTA,NIVA,JTMBE31V40D086735,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1987,1500,2110,АА5321РВ
31,P,2625610100,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,12/14/2022 00:00:00,12307,ТСЦ  4641,FORD,FIESTA,WF0JXXGAJJCB22742,01/01/2012 00:00:00,ЧЕРВОНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1388,1041,1530,ВС7729РІ
32,P,8038600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,06/15/2022 00:00:00,13960,ТСЦ 8048,CITROEN,C1,VF7PNCFB089635362,01/01/2012 00:00:00,СИНІЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,998,835,1190,КА5771НВ
33,P,6510165800,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,12/26/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,MITSUBISHI,LANCER,JMBSTCY4A8U007625,01/01/2008 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1351,1850,ВТ1765ВО
34,P,3210600000,400,ПЕРЕРЕЄСТРАЦIЯ ПРИ ПЕРЕОБЛАДНАННI ДЛЯ РОБОТИ НА ГАЗОВОМУ ПАЛЬНОМУ,01/20/2022 00:00:00,12282,ТСЦ 3243,SKODA,FABIA,TMBEC45J7CB503989,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1390,1095,1559,АІ9442КР
35,P,3222410600,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,02/05/2022 00:00:00,12296,ТСЦ 8047,CITROEN,C4,VF7NC5FS9CY507932,01/01/2012 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1270,1755,КА3161НТ
36,P,6810100000,230,ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН,04/14/2022 00:00:00,12313,ТСЦ 4647,CODER,RE 219D,VGXRE219DX3SP0040,01/01/2001 00:00:00,СІРИЙ,ПРИЧІП,ПР-ПЛАТФОРМА,СПЕЦІАЛІЗОВАНИЙ,,0,5100,18000,ВХ6876ХТ
37,P,1412336300,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/14/2022 00:00:00,12293,ТСЦ 8044,HYUNDAI,GENESIS COUPE,KMHHT61DBCU080055,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,1998,1526,1950,КА7180ІР
38,P,6810100000,230,ВИДАЧА СВ. ПРО РЕЄСТР ДЛЯ ПОЇЗДКИ ЗА КОРДОН,04/14/2022 00:00:00,12313,ТСЦ 4647,VOLVO,FH 12.420,YV2A4CFC03B346804,01/01/2003 00:00:00,СИНІЙ,ВАНТАЖНИЙ,ПЛАТФОРМА,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,12100,12000,25500,ВХ7510ВН
39,P,4610900000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/14/2022 00:00:00,12310,ТСЦ 4644,MERCEDES-BENZ,S 430,WDB2201701A405937,01/01/2003 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,4266,1720,2150,ВС6080ОМ
40,P,8036600000,410,ПЕРЕРЕЄСТРАЦІЯ ПРИ ЗАМІНІ НОМЕРНОГО ЗНАКУ,08/20/2022 00:00:00,12295,ТСЦ 8046,LAND ROVER,RANGE ROVER,SALLSAAF4CA719513,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2993,2701,3175,КА2166ІС
41,P,8036400000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/03/2022 00:00:00,12294,ТСЦ 8045,БОГДАН,211010,Y6L211010CL234919,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1596,1060,1495,КА5576ІН
42,P,2110100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/21/2022 00:00:00,12261,ТСЦ 2141,KIA,CERATO,Y6LFE22727L006033,01/01/2007 00:00:00,СИНІЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1591,1320,1740,АО2201НР
43,P,8038600000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/06/2022 00:00:00,12290,ТСЦ 8041,SKODA,FABIA,TMBEH15J4DB500100,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ХЕТЧБЕК,ЗАГАЛЬНИЙ,БЕНЗИН,1198,1095,1550,КА1120НА
44,P,5110137600,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,01/18/2022 00:00:00,13362,ТСЦ 5150,VOLVO,S40,YV1MS434BC2577289,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1999,1477,1880,ВН0674РО
45,P,7322580501,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,04/06/2022 00:00:00,12389,ТСЦ 7342,TOYOTA,LAND CRUISER,JTEHT05J302026099,01/01/2002 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,4700,2380,3260,СЕ5481ЕС
46,P,6824286401,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/27/2022 00:00:00,12374,ТСЦ 6844,VOLKSWAGEN,TRANSPORTER,WV1ZZZ70ZYH065131,01/01/1999 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2461,1625,3025,ВХ5963НІ
47,P,6125089202,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/10/2022 00:00:00,12353,ТСЦ 6145,VOLKSWAGEN,CADDY,WV1ZZZ2KZ5X037611,01/01/2004 00:00:00,СІРИЙ,ЛЕГКОВИЙ,ПАСАЖИРСЬКИЙ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,1896,1550,2235,ВО5346ЕН
48,P,7323082801,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/18/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,BMW,X5,5UXZW0C50BL661556,01/01/2011 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2996,2070,2840,КА6626АМ
49,P,8036100000,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),12/09/2022 00:00:00,12295,ТСЦ 8046,BENTLEY,CONTINENTAL,SCBCE63W95C028292,01/01/2005 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,5998,2385,2800,АА0003АО
50,P,8038900000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/29/2022 00:00:00,12296,ТСЦ 8047,LEXUS,RX 400H,JTJHW31U282853100,01/01/2008 00:00:00,ЧОРНИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ЕЛЕКТРО АБО БЕНЗИН,3311,1980,2800,КА2509НО
51,P,3210700000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,10/04/2022 00:00:00,12296,ТСЦ 8047,KIA,OPTIMA,KNAGN411BC5221349,01/01/2011 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1529,2000,КА4374ІС
52,P,525384201,308,ПЕРЕРЕЄСТРАЦІЯ НА НОВОГО ВЛАСНИКА ЗА ДОГ. КУПIВЛI-ПРОДАЖУ (СГ),11/01/2022 00:00:00,12284,ТСЦ 3245,KIA,OPTIMA,KNAGN411BC5221349,01/01/2011 00:00:00,СІРИЙ,ЛЕГКОВИЙ,СЕДАН,ЗАГАЛЬНИЙ,БЕНЗИН АБО ГАЗ,1998,1529,2000,АІ2755ОТ
53,P,6810400000,560,ЗНЯТТЯ З ОБЛІКУ ПРИ ПОВЕРНЕННІ ІЗ ПОЇЗДКИ ЗА КОРДОН ПО ДОРУЧ.,10/19/2022 00:00:00,12373,ТСЦ 6843,HYUNDAI,SANTA FE,KMHSH81XCCU893968,01/01/2012 00:00:00,СІРИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2199,1725,2505,ВХ9229ВН
54,P,6822110100,404,"ПЕРЕРЕЄСТРАЦІЯ ТЗ, В ЗВ’ЯЗКУ ІЗ НАНЕСЕННЯ СПЕЦІАЛЬНИХ ІНДИВІДУАЛЬНИХ НОМЕРІВ АБО ДУБЛЮВАННЯ №КУЗОВА",01/08/2022 00:00:00,12375,ТСЦ 6845,CITROEN,JUMPER,VF7ZBPMNC17545941,01/01/2004 00:00:00,ЧОРНИЙ,ВАНТАЖНИЙ,ФУРГОН,СПЕЦІАЛІЗОВАНИЙ,ДИЗЕЛЬНЕ ПАЛИВО,2800,1950,3300,ВХ9902ВН
55,P,510100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,07/11/2022 00:00:00,12229,ТСЦ 0541,RENAULT,DUSTER,VF1HSRC8546826856,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,1598,1235,1710,АВ9007ІС
56,P,6822487405,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,09/02/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,SABUR,SB50Q,L2BB02A11BB910043,01/01/2011 00:00:00,ЧОРНИЙ,МОТОЦИКЛ,МОТОЦИКЛ,ЗАГАЛЬНИЙ,БЕНЗИН,72,70,240,ВХ2158АА
57,J,6810600000,540,ЗНЯТТЯ З ОБЛІКУ У ЗВ`ЯЗКУ З ВИБРАКОВКОЮ,12/30/2022 00:00:00,12375,ТСЦ 6845,САЗ,3507,1218109,01/01/1989 00:00:00,СИНІЙ,ВАНТАЖНИЙ,САМОСКИД,СПЕЦІАЛЬНИЙ,БЕНЗИН АБО ГАЗ,4250,2962,5300,
58,P,1210100000,315,ПЕРЕРЕЄСТРАЦІЯ ТЗ НА НОВ. ВЛАСН. ПО ДОГОВОРУ УКЛАДЕНОМУ В ТСЦ,08/11/2022 00:00:00,12241,ТСЦ 1242,LEXUS,GX 470,JTJBT20X140063569,01/01/2004 00:00:00,КОРИЧНЕВИЙ,ЛЕГКОВИЙ,УНІВЕРСАЛ,ЗАГАЛЬНИЙ,БЕНЗИН,4700,2050,2790,АЕ1002ТК
59,P,3210600000,254,НАЛЕЖНИЙ КОРИСТУВАЧ. РЕЄСТРАЦІЯ,02/11/2022 00:00:00,10000,OLD_ДДАІ МВС УКРАЇНИ,KIA,CERATO,KNAFW612BC5619447,01/01/2012 00:00:00,БІЛИЙ,ЛЕГКОВИЙ,КУПЕ,ЗАГАЛЬНИЙ,БЕНЗИН,1998,1252,1680,АІ1614РТ
